comments	contain_gender_bias	bias	hate	comments_clean
실상여자는 완전 엄친딸인데..남자는 별볼일 없는 작은 식당.딸 엄마 뒷목잡고 쓰러질듯	True	gender	offensive	실상 여자 완전 엄 딸 남자 볼일 없 작 식당 딸 엄마 뒷목 쓰러지
실수는 누구나 있는 법...이제부터 잘하면 되요..	False	none	none	실수 있 이제 잘 되
실수할 수도 있지 겁나 물어뜯네 하여간	False	none	offensive	실수 있 겁나 하여간
실시간 상위5위가 연예소식??? 국민들은 마스크에 확진자노선에 정보찾는게 우선인게 뻔한데,,, 속이는짓 그만했음좋겠습니다!!!	False	others	offensive	실시간 상위 연예 소식 국민 마스크 확진자 노선 정보 찾 우선 뻔하 속이 짓 그만 하 좋
실업자들이 많아서 그런가? 악플관종이 왜이리 드글대는지원.. 밥맛떨어지는 쓰레기들.	False	others	hate	실업자 많 악플 관 종 왜 이리 드 글 대 지원 밥맛 떨어지 쓰레기
실장스파이>불륜남녀도와주는스파이 민수아.문재상 힘내여 파이팅	False	none	none	실장 스파이 불륜 남녀 스파이 민수 아 문 재상 힘내
실제 기부하고서 저런 생쇼를 한다면 인정은 하겠지만, 그렇지 않다면 루게릭병을 지들 관심 인맥 홍보수단으로 활용하는 모습 보기 안좋네요	False	none	hate	실제 기부 쇼 하 인정 하 루게릭 병 관심 인맥 홍보 수단 활용 모습 보 안 좋
실제로 보면 이쁘겠지???	False	none	none	실제로 보 이쁘
실종이야? 15일만에 만났는데? ㅎㅎㅎㅎ	False	none	offensive	실종 만나
싫어. 성형한 후로. 인조 인조함. 옛날이 더 나았어요	False	others	hate	싫 성형 후 인조 인조 옛날 더
싫어하는 라도 여자연예인 1위 김수미, 2위 이경실, 3위 태연. 이유는 명확하다. 가식, 혼자 정의롭지만 남 깎아내리기 오짐. 자신의 이익을 위해서 물불원자폭탄도 안가림ㅋㅋㅋ	False	others	hate	싫어하 라 도 여자 연예인 김수미 이경 실 태연 이유 명확 가식 혼자 정의 남 깎아내리 오지 자신 이익 위하 물불 원자 폭탄 안 가리
심뽀 더러운 인간들 많네젊은 청년이 열심히 하는게 참 대단하다 싶은데반면에 시기질투하는 인간들도 많을거야	False	none	none	심 뽀 인간 많 젊 청년 열심히 하 참 대단 반면 시기 질투 인간 많
심성은착한앤데......어쩌다가 이이구..반성하는거같으니 훈방? 그런정도로 끝내고 집으로 돌려보냈음 좋겠다.	False	none	none	심성 착하 애 어쩌다가 반성 같 훈방 정도 끝내 집 돌려보내 좋
심장마비로 기사 써 달라 했겠지.생활고에 시달려 나쁜 선택한 게 분명한데..ㅜㅜ암튼 삼가 고인의 명복을 빕니다.	False	none	none	심장 마비 기사 쓰 하 생활고 시달리 나쁘 선택 분명 암튼 삼가 고인 명복 빌
심장소리가 들리네마네 장난치더니 진짜 유산되버려라.	False	none	hate	심장 소리 들리 말 장난치 진짜 유산
심하게 고쳤네...그렇게 고치고 연예인 하고싶냐?	False	none	offensive	심하 고치 고치 연예인 하
심하고나쁘죠...얼굴을 그렇게 만들어놓으니 눈에 뵈는게 없었나봐요...	False	none	offensive	심하 나쁘 얼굴 만들 눈 뵈 없
심하다...백종원님 성불하세요	False	none	hate	심하 백종원 성불
심하지도않고 머리카락 몇개던데진짜 예민하네	False	none	offensive	심하 머리카락 진짜 예민하
십년이 흐른 지금에도 남잔 의리!!	False	none	none	흐르 지금 남자 의리
십세 얼마나 해먹은거야해먹은돈+딱50배만 벌금부과하자망하지는 않겠지? 망하면 더 좋고	False	none	hate	얼마나 하 하 돈 딱 배 벌금 부과 망하 망하 더 좋
싱글처럼젊던데 결혼하셨구나 축하해요 !!연기도 더하시짘ㅋㅋㅋㅋ	False	none	none	싱글 젊 결혼 축하 연기 더 하
싸도 못하니까 조사받지....확시히 싸주면 여자들은 좋아한다 ^^	True	gender	hate	싸 못 하 조사 확시히 싸 여자 좋아하
싸이 홧팅!!!	False	none	none	싸이 홧팅
싸이가 제시 수영복입고 엉덩이 꿀렁꿀렁하는 춤 보고싶다.	True	gender	offensive	싸이 제시 수영복 엉덩이 꿀렁꿀렁 하 춤 보
싼티 줄줄	False	none	hate	싸 티 줄줄
쌈디 결혼한 걸로 아는데~왜 나혼자산다?집도 아내있어서 공개 못하고친구집?	False	none	offensive	쌈 디 결혼 알 왜 혼자 살 집 아내 있 공개 못 하 친구 집
쌈디 다시나오게해주세요..지금 추석특집재방하는데 넘착하고 자상하고..쌈디랑나래랑썸도 잼나고..진짜 쌈디아빠닮아서 자상한듯..쌈디 꼭볼수잇게해주세요..ㅜ	False	none	none	쌈 디 다시 나오 지금 추석 특집 재방 넘 착하 자상 쌈 디 나래 썸 잼 나 진짜 쌈 디 아빠 닮 자상 쌈 디 꼭 보
쌈디 조타~	False	none	none	쌈 디 조타
쌈마이웨이때도 나혼자 권상우 닮았다고 느낌ㅋㅋ훈남느낌있었음ㅎㅎ	False	none	none	쌈 마이웨이 때 혼자 권상우 닮 느끼 훈 남 느낌 있
쌌구나 쌌어~~	False	none	hate	싸 싸
쌍방 입장이 다른 이해관계이므로, 소속사 입장을 들어보면 또 다른 얘기가 나올것 같음. 어쨌든 서로 욕심을 좀 내려놓고 원만히 해결되길	False	none	none	쌍방 입장 다르 이해관계 소속사 입장 또 얘기 나오 같 어쨌든 서로 욕심 좀 내리 원만히 해결
쌍방 잘한거 하나도 없다	False	none	none	쌍방 잘 없
쌍수 아무는 단계인가 봄. 하기야 40 넘으면 자연산 있어도 한 번씩 올려주더라.쌩얼인데도 이쁘네 고소영.	False	others	offensive	쌍수 단계 넘 자연 있 올리 얼 이쁘 고소영
쌍판 참 천박하다 싸구려 같이 갈아엎었네	False	others	hate	쌍 판 참 천박 싸구려 같이 갈 엎
쌍판떼기 열화된 꼬라지 좀 봐라. 착한 외도 ㅇㅈ합니다 ㅠㅠ	False	others	hate	쌍 판 떼 열 꼬라지 좀 보 착하 외도 하
"쌩뚱맞게 60대최반엌 치매라니 그것도 곱게 사는 사모님이- -"" 알콜중독도 아니고 ... 드라마보다가 황당했습니다"	False	others	hate	쌩뚱맞게 대최반엌 치매 사 사모 알콜 중독 드라마 보 황당
쏘니라고 불리는게 전 별로네요..일본브랜드라서...손 흥민님 괜히 최고가 된게 아니더군요~ 본받고싶어요!!	False	others	none	쏘니 불리 별로 일본 브랜드 손 흥 민 괜히 최고 되
쏭가인이 아내여?왜 여기 나오는겨ㅡㅡ이런 글 올려서 난 자동으로 홍자팬 되능겨?요즘은 티비돌리믄 라도사투리뿐!!맘껏 즐겨라들~을마 안남았응께!!!ㅍㅎ	False	others	hate	쏭가 아내 왜 나오 겨 글 올리 자동 홍자 팬 되 기 요즘 티비돌리믄 사투리 맘껏 즐기 마 안 남
쓰래기 루저들이랑은 유전자부터 다르네 역시	False	others	hate	쓰래기 루저 유전자 다르 역시
쓰레기 뉴스임.	False	none	hate	쓰레기 뉴스
쓰레기 쥐새끼와 닭년도 대통령하는 마당에 윤서빈이 어때서?ㅉ	False	others	hate	쓰레기 쥐새끼 닭 대통령 윤 서 빈
쓰레기들...좌좀들과 유사...	False	others	hate	쓰레기 좌 좀 유사
쓰레기분리수거가 아직도 안됐네	False	none	hate	쓰레기 분리수거 아직 안 되
쓰레기에 대해 그만 쓰고 장자연 사건에 대해 써주세요. 더 의미 있고 도 큰 사건일테니까. 기자님도 참 불쌍 하시다... 저런 의미 없는 뉴스에 대해 써야하니... 쯧쯧쯧. 장자연 얘기 못하면 이미숙 하차 하고 증언하라고 좀 써주세요.	False	none	offensive	쓰레기 대하 그만 쓰 장자연 사건 대하 쓰 더 의미 있 크 사건 기자 참 불쌍 의미 없 뉴스 대하 쓰 쯧쯧 장자연 얘기 못 하 이미숙 하차 하 증언 좀 쓰
씁쓸하네요.김흥국씨 돈벌이 못하게되면 부인분도 힘들텐데...좀 참으시지요. 십여년 동안 같이 안살다가 합치니 얼마나 힘들지 이해는합니다만...참..기러기가족 문제의 단적인 예.	False	none	none	씁쓸 김흥국 돈벌이 못 하 되 부인 힘들 좀 참 동안 같이 안 살 합치 얼마나 힘들 이해 하 기러기 가족 문제 단적 예
씨 없는 수박.. 작물이 자랄 수 없는 밭	True	gender	hate	씨 없 수박 작물 자라 없 밭
씨가일단좋아야하고 밭도좋아야한다	True	gender	hate	일단 좋 밭 좋
씹돼지년들의 핑계	True	gender	hate	씹 돼지 핑계
아 ...씨 지금 나라 상황이 ...네이버 순위조작인가?	False	others	offensive	지금 나라 상황 네이버 순위 조작
아 난 열대새가 더 좋앗어ㅠㅠ	False	none	none	열대새 더 좋
아 냅둬 저라다 뒤지게 왜 자꾸 남의 인스타 사진 퍼오냐... 설리때도 그러더니 기자새키들이 문제임.	False	others	offensive	냅두 다 뒤지 왜 자꾸 남 인스타 사진 푸 설리 때 그러 기자새키 문제
아 류준열 싫은데	False	none	hate	류준열 싫
아 어쩌라고	False	none	offensive	어쩌
아 오늘꺼 너무 재밌었다ㅋㅋ	False	none	none	오늘 너무 재밌
아 왜 울고짜고 난리야 개는 주인이 바뀌던말던 밥만주면 좋아하는데 지들이 감정이입해서 울고짜고 무슨 드라마찍냐 ㅋㅋㅋㅋㅋ	False	none	hate	왜 울 짜 난리 개 주인 바뀌 밥 주 좋 감정 이입 울 짜 드라마 찍
아 이진은 뉴욕댁인데 김민서도 미국댁이네 행복하게 잘 사세요 축하드려요	False	none	none	이진 뉴욕 김민 서 미국 행복 잘 사 축하 드리
아 자수성가드립 그만좀해라 아 지겨워 여기서도 저기서도 자수성가드립	False	others	offensive	자수성가 드립 그만 좀 하 자수성가 드립
아 잼잼이 예뻐라	False	none	none	잼 잼 예쁘
아 정말.. 요즘애들 자기보호는 참 예민하다. 개그였던거 같은데.. 하선호야 그 당시 그럴수 있는거고 .. 구걸 바라보는 시선이 좀 안따깝다	False	others	none	정말 요즘 애 보호 참 예민하 개그 같 선호 당시 있 구걸 바라보 시선 좀 안따깝
아 좋다 둘이 너무 잘어울린다 실제로 사귀면 좋을듯	False	none	none	좋 너무 잘 어울리 실제로 사귀 좋
아 진짜 개노잼 홍자매야 왜 예전 환상커플 마이걸 요런 드라마 못 만드냐?	False	others	offensive	진짜 개노잼 홍자매 왜 예전 환상 커플 마이 걸 드라마 못 만들
아 진짜 승리 말재간 어쩌까 ㅋㅋ매력덩어리	False	none	none	진짜 승리 말 재간 어쩌 매력 덩어리
아 진짜 웃겨 죽겠네 ㅎㅎㅎ소라게 ㅋㅋㅋㅋ센스가 진짜 대단쓰	False	none	none	진짜 웃기 소라게 센스 진짜 대단 쓰
아. . .죽지말지. . 쓰레기같은 연예인 많은데. .그놈들이. 죽어야지. . 안타깝네요. .고인을 명복합니다.	False	others	hate	죽 쓰레기 같 연예인 많 죽 고인 명복
아... 노래는 좋을거같에... 사람인 싫은데...	False	none	none	노래 좋 같 사람 싫
아... 다들 판사들 나셨어요. 나중에 거짓으로 밝혀지면 양심이 있어 사과들은 하시려나? 지들이 한 말에 책임 안 지면 문죄인과 다를 바 없습니다. 잘들 생각하고 댓글 다셔요.	False	others	hate	다 판사 나 나중 거짓 밝히 양심 있 사과 하 하 말 책임 안 지 문 죄인 다르 없 잘 생각 댓글 달
아...... ㅜ	False	none	none	
아....저기....예..그래요뭐 다 좋을수는 없는거겠죠...간혹 내 흑역사가 이런거다!! 뭐 이런거 하나남겨보고싶었겠죠...	False	none	none	다 좋 없 간혹 흑역사 남기
아...약쟁이는 아니지..스포츠 래전드 들 사이에 약쟁이 가져다 놓는건 레전드 들에게 예의가 아니다.	False	none	hate	약 스포츠 래전드 사이 약 가지 레전드 예의
아..다야..열받는다..진짜진짜 연기잘하거나 원래성격이거나와..세상얄밉..	False	none	none	다 열 진짜 진짜 연기 잘 원래 성격 와 세상
아..말년 관상이 너무 안좋다. 에휴..	False	others	offensive	말년 관상 너무 안 좋
아;; 재밋게 보고잇었는데 설마 결방도 나는건 아니겠지??? 스태프 한명때매 이게 뭔난리노	False	none	none	재밋게 보 설마 결방 나 스태프 때 난리
아~ 어떻해ㅜㅜ삼가고인의명복을 빌어요	False	none	none	하 삼가 고인 명복 빌
아~~~ 증말ㅋㅋ 뒤에서 껴안는 표정!!	False	none	none	증말 뒤 껴안 표정
아가 진짜 이쁘네~~	False	none	none	진짜 이쁘
아고 웃는 게 참 예쁘기도 하고 익살스럽네요~ 소이현씨 아버님과 복싱하던 방송보니 사랑 많이받고 자라서 밝고 건강하구나 싶었어요!^0^ 그걸 아이도 이어받은 거겠죠? 많이 사랑스러워요 쪼매난 인교진ㅎㅎㅎ	False	none	none	참 예쁘 익살 소이현 아버님 복싱 방송 보 사랑 많이 자라 밝 건강 아이 많이 사랑 쪼매 나 인 교 진
아고 잘생겼네~동생은오데있떠 ~아빠한테 슈ㆍ돌나가자고떼써~ㅎ	False	none	none	잘 생기 동생 있 뜨 아빠 슈돌나가자고떼써
아구~~ 이뽀라~^^	False	none	none	이뽀라
아기와 아빠의 영양식 공통분모=엄마 찌찌	True	gender	hate	아기 아빠 영양식 공통 분모 엄마 찌찌
아까비... 강남에 클럽 하나 있었으면 운전병으로 꿀빨텐데	False	none	offensive	아까 비 강남 클럽 있 운전병 꿀 빨
"아나운서는 목표가 아니었지ㅋㅋㅋㅋㅋㅋㅋㅋㅋ재벌하고 결혼하자마자 바로 은퇴하네ㅋㅋㅋㅋㅋ무슨 인터뷰한 거 있었는데...돈 없어도 결혼 가능하냐 했더니 ""네""하더만 구라ㅋㅋ"	False	others	hate	아나운서 목표 재벌 결혼 바로 은퇴 인터뷰 있 돈 없 결혼 가능 하 네하더 구라
아내 ㅈㄴ 이쁘네 부럽다	False	none	offensive	아내 이쁘
아내 맛 보고싶다	True	gender	hate	맛 보
아내 얼굴에서 박형식이 보이는디	False	none	none	얼굴 박형식 보이
아내들아 말다툼하다 남편이 좀 빡쳐 보이면 적당히하고 빠져라.자꾸들이대니 빠쳐서 저러는거 아니니	True	gender	offensive	아내 말다툼 남편 좀 빡 치 보이 적당히 하 빠지 자꾸 들이대 빠 치 저러
아내분 너무 미인이시네요. 동반출연 한번 해주세요. 너무 재미있게 봤어요.	False	none	none	아내 너무 미인 동반 출연 한번 하 너무 재미있 보
아내의 맛은 전복맛인가요?	True	gender	hate	아내 맛 전복 맛
아내의맛 매일먹는 간편식	True	gender	hate	아내 맛 매일 먹 간 편식
아내이야기 하는건 아내도 미스코리아 출신이라는 말인가?	False	none	none	아내 이야기 하 아내 미스코리아 출신 말
아놔 어떤기사는 학폭맞다하고 이기사는 허위라하고 뭐가진짜임ㅡㅡ	False	none	none	기사 학 폭 맞 하 기사 허위 하 진짜
아는 부부는 임신실패했다더라. 걱정 마. 날이면 날마다 버뮤다삼각지대안으로 가랭이사이요술램프위마법스틱을 들락날락 위아래윗윗아래로 구슬땀을흘리면 2세는 언제가는나올테니까.	True	gender	hate	아 부부 임신 실패 걱정 날 날 버뮤다 삼각 지대 안 가랭이 사이 요술 램프 위 마법 스틱 들락날락 위 아래 아래 구슬땀 흘리 언제 가 나오
아는 와이프는 볼때마다 시간 순삭.16부작 너무 짧아 20부작으로 연장가자 어짜피 후속드라마 편성 10월이던데 추석때도 아는 와이프 보여줘라!!!!	False	none	none	아 와이프 보 때 시간 순 삭 작 너무 짧 작 연장 가 어짜피 후속 드라마 편성 추석 때 아 와이프 보이
아는형님에서 장성규한테 발린애 ㅋㅋ	False	none	offensive	아 형 장성 규 발리 애
아니 18 여자두명이서 못막는게말이되냐고ㅡㅡ 주먹으로조팬것도아니고ㅡㅡ 진짜가스나들살기편타진심,,	True	gender	hate	여자 못 막 말 되 주먹 조 패 진짜 가스 들 살 편 진심
아니 4명으로도 충분한데 게스트 왜 불러? 벌써부터 입맛떨어진다 ㅠㅠ	False	none	none	충분 게스트 왜 부르 벌써 입맛 떨어지
아니 ㅡㅡㅋㅋ이분한테 보태준거 있음 ?알아서 애기 낳고 잘 살고 있는데 막말할거면 애 귀저기라도 하나라도 사주고 말하세웅ㅅ	False	none	offensive	보태 있 알 애기 낳 잘 살 막 말 애 귀저기 사 말 웅
아니 강제도 아니고 여자들이 줘서 먹었는데 뭐가 문제임 ?	True	gender	hate	강제 여자 주 먹 문제
아니 결혼해서 아이 낳은게 그렇게 욕먹을 일인가 진짜 ㅋㅋㅋㅋㅋㅋㅋ 축하해주지는 못할 망정 악플이나 남기네 보기 진짜 안좋다	False	none	none	결혼 아이 낳 욕먹 일 진짜 축하 악플 남기 보 진짜 안 좋
아니 공연장가봐라 사람미어터진다 환불문의같은소리하네 1년을기다렸다ㅠ나는간다!!!!!!!오늘 부산터뜨리자~~~~~~	False	none	none	공연장 가 사람 미어터지 환불 문의 같 소리 하 기다리 가 오늘 부산 터뜨리
아니 그렇게 보기 싫음 보지 마 안 볼 자유 있어 지들이 구우우욷이 설리 인스타 들어가고 기사 보고 사진 찾아봐놓고 악 내 눈 저는 안 볼 자유가 있습니다 이러는 건 뭐냐 한남들아	True	gender	hate	그렇게 보 싫 보 안 보 자유 있 구우우욷 설리 인스타 들어가 기사 보고 사진 찾아보 눈 안 보 자유 있 이러 하 남
아니 근데 사실 방송타고 하면 골목상권으로좁혀서 생각안해도되지않나..? 9000원으로먹는건 그쪽 동네사람들이아니라 전국각지에서 몰려온 사람들이잖아	False	none	none	사실 방송 타 골목 상권 좁히 생각 안 하 되 먹 동네 사람 전국 각지 몰려오 사람
아니 근데 아직 성추행이라고 정확히 결론난것도 아닌데 왜 맨날 연예인쪽만 신상 다 까발려져서 여론을 형성하냐. 결론난 다음에 까발려져도 되잖아. 이러고서 무고죄로 판결나면 이렇게 이미지 깎아먹고 스트레스 받은건 누가 책임짐	False	none	offensive	아직 성추행 정확히 결론 나 왜 맨날 연예인 신상 다 까발리 여론 형성 결론 나 다음 까발리 되 이러 무고 죄 판결 나 이미지 깎 스트레스 책임지
아니 근데 정유미가 누굴 만나든 왜이렇게들 머라하시는지?설령 남자 쪽이 문제가 있다해도 정유미가 만나고 싶으면 만나는거지	False	none	none	정유미 만나 왜 하 설령 남자 문제 있 하 정유미 만나 만나
아니 근데 출연진은 유재석인데 카메라 돌리면서 연예인 일상찍는게 대부분이고 그 일상속에 유재석이 항상 함께하는것도아니면서 유재석은 왜 출연진에속하는거죠..? 참 희한하네..	False	none	none	출연진 유재석 카메라 돌리 연예인 일상 찍 대부분 일상 속 유재석 항상 함께 하 유재석 왜 출연진 속하 참 희한
아니 근데.튜닝한사람은 프러포즈받지도.결혼도못함?ㅋㅋㅋ지들은 돈없어서 못하는것들이ㅋㅋㅋㅋ아이고배아퍼죽지ㅋ	False	others	offensive	튜닝 사람 프러포즈 결혼 못 하 돈 없 못 하 아이고배아퍼죽지
아니 김도균도 장미한테 계속 여지줬고 오영주도 이규빈한테 여지줬는데 왜들 현우랑 현주한테만 뭐라하는지ㅋㅋㅋ	False	none	none	김도균 장미 계속 주 오 영주 이규 빈 주 왜 현우 현주 하
아니 남이 얼굴에 뭘 하든 말든 대체 뭔 상관임 ㅋㅋㅋ 하라 씨 늘 응원해요	False	none	offensive	남 얼굴 하 말 대체 상관 하라 늘 응원
아니 내돈으로 도박도못함?	False	none	offensive	돈 도박 못 하
아니 누나가 김태희..매형이 비인데..뭐가 아시워서 저런 듣보잡 공때리기 선수랑 결혼하냐??	False	none	offensive	누나 김태희 매형 비 아시워서 듣보 잡 공 때리 선수 결혼
아니 돈도 많을텐데 온라인에서 말고 직접 가서 응원좀 하던지...난 정말 경비만 있었음 가서 일정대로 따라 다니며 응원하고 싶던데....	False	none	none	돈 많 온라인 말 직접 가 응원 좀 하 정말 경비 있 가 일정 따르 다니 응원
아니 땐 굴뚝에 연기나랴	False	none	none	때 굴뚝 연기 나
아니 말투가 거슬림 느낌살아있네 이런거 듣기 싫어..	False	none	none	말투 거슬리 느낌 살 싫
아니 멍청하니깐 사기당하지 ㅋㅋㅋㅋ헤헤헤헿	False	none	hate	멍청 사기 헤헤헿
아니 모를수도 있고 준회 성격이 원래 저런데 암튼 모르는것들이 무조건 준회가 잘못했다고 나대요.유치해서 못봐주겠다 진짜	False	none	offensive	모르 있 주 회 성격 원래 암튼 모르 무조건 주 회 잘못 나대 유치 못 보 진짜
아니 무슨 이리 선비들이 많아 예능나와서 저런말도 못하냐?? 모 하나 껀덕지 잡았다고 사람한명 잡을기세로 악플달고 달려들어 그냥 예능인만큼 편하고 즐기면서봐	False	others	offensive	이리 선비 많 예능 나오 말 못 하 덕 지 사람 기세 악플 달 달려들 그냥 예능 편하 즐기 보
아니 무슨 죽을 죄 지은것도 아니고 사람들 진짜 너무 하네요 .한사람 인생을 쥐락펴락하는게 무섭네요 앞으로는 돈관계 확실히 하며 사세요 ~ 이승윤씨도 매니저도 응원할게요 전참시에서는 하차없이 쭉 하셨음 좋겠어요	False	none	none	죽 죄 사람 진짜 너무 하 사람 인생 쥐락펴락 앞 돈 관계 확실히 하 사 이승윤 매니저 응원 참 시 하차 없이 쭉 하 좋
아니 무엇보다 그냥 안재현미모가 젤 오짐	False	none	none	그냥 안재현 미모 젤 오지
아니 뭔 30~40대 김치들은 드라마만 쳐보나 ㅋㅋㅋ 아무튼 쓰렉이족속	True	gender	hate	김치 드라마 치 아무튼 쓰렉 족속
아니 부모가 한 짓을 왜 마닷한테 물어? 힘내라 마닷 . 돈 많이 벌어서 사기친돈 갚으면된다	False	none	none	부모 하 짓 왜 마닷 힘내 마 돈 많이 벌 사기 치 돈 갚 되
아니 브라 안한게 뭐 어때서????? 정말 이해 안감 한국에서나 이런시선 이런일이 이슈가 되는듯. 왜일까. 자연스런 인간의 신체인데 왜 한국은 유난할까?	False	others	none	브라 안 하 정말 이해 안 가 한국 시선 일 이슈 되 왜 자연 인간 신체 왜 한국 유난
아니 사람을 어떻게 했길레 저상태가 되나요? 이나라는 인권도 없습니까? 며칠전만해도 멀쩡하던 준영 오빠가 완전 거지꼴이 되서 눈도 흐리멍텅하고 주눅들어서 폭행당한거 아닌지 의심도 드네요... 너무 험하게 다루진 말아주세요.	False	others	offensive	사람 하 길 레 저 상태 되 나라 인권 없 며칠 전 하 멀쩡 주 영 오빠 완전 거지 되 눈 흐리멍텅 주눅 들 폭행 의심 들 너무 험하 다루
아니 사쿠라가 1등 했다고 해봤자 4등 권은비랑 30표정도밖에 차이안나는데 무슨 일뽕이 지구정복이라도 한것처럼 오바하지마라.... 일뽕들만 몰려간거치고는 엄청 공정하게 투표한거구만	False	others	offensive	사쿠라 하 하 권 은 비 표 정도 차이 안 나 일 뽕 지구 정복 하 오바 뽕 몰리 엄청 공정 투표
아니 성형을 했으면 또 왜?하 김치년들 진짜 느그도 성형좀 해라.못봐줄정도니까	True	gender	hate	성형 하 또 왜 김치 진짜 성형 좀 하 못 보 정도
아니 아무런 근거제시도 없는 내부 글에 감사하라는고, 정권결탁이라고 하는 노조는 먼 노조인지...그럼 내부 누가 자한당하고 먼 비리있다고 쓰면 그것도 근거없이 비판하고 감사하라고 할꺼냐?	False	others	hate	근거 제시 없 내부 글 감사 정권 결탁 하 노조 멀 노조 내부 당 멀 비리 있 쓰 근거 없이 비판 감사 하
아니 여자연예인들은 비밀은 극비리에 하면서 왜 사진은 공개함?방해받기는 싫고 이쁘단소리는 듣고싶고..	True	gender	offensive	여자 연예인 비밀 극비 하 왜 사진 공개 방해 싫 이쁘 소리
아니 왜 멀쩡한 부부가 굶고 살지? 그냥 외식만 하나봄	False	none	none	왜 멀쩡 부부 굶 살 그냥 외식 하
아니 왜 박한별이 욕먹음...?	False	none	none	왜 박한별 욕먹
아니 왜 범죄자가 기어나오냐고 자꾸	False	none	hate	왜 범죄자 기어나오 자꾸
아니 왜 이게 메인뉴스인건가요??? 그럼 그상황에서 그렇게 대처하는게 당연한거 아닌가요???별게다 뉴스기사네	False	none	offensive	왜 메인 뉴스 상황 대처 당연 다 뉴스 기사
아니 우리가 임신시켰냐고 애아빠한테나 배려강요하자 좀	True	gender	hate	임신 애 아빠 배려 강요 좀
아니 유연석 mc 너무 못 봐 ㅠㅠ 자꾸 발음 뭉개지고....답답해 김혜수처럼 물 흐르듯이 안되네;	False	none	none	유연석 mc 너무 못 보 자꾸 발음 뭉개지 답답 김혜수 물 흐르 안 되
아니 윤지성은 아니지ㅋㅋㅋ 애초에 윤지성 소속사에서 부탁해서 조작까지 했으면 끝까지 윤지성은 그 소속사에 붙잡혀 있어야 정상이지 근데 계약 종료 되자마자 나갔잖아	False	none	none	윤 지성 애초 윤지 성 소속사 부탁 조작 하 끝 윤 지성 소속사 붙잡히 정상 계약 종료 되 나가
아니 이딴걸 뭘 광고를 하고 지럴인지...너 혼자 알아도 되는걸..우리가 니 백반증까지 기사로 봐야되? 설사 변비도 말할거니? 고만해라 쫌	False	none	hate	광고 하 지럴 혼자 알 되 백반증 기사 보 되 설사 변비 말 고만 하 쫌
아니 이런 시점에 꼭 일본년이랑 만나야했나	False	others	hate	시점 꼭 일본 만나
아니 인스타보고 이게 기사거리야,? 인스타에서 사진 퍼오고 기사거리 진짜 없나바	False	none	offensive	인스타 보 기사 인스타 사진 푸 기사 진짜 없
아니 잘못은 마이크로닷 부모가 했는데왜 홍수현을 욕하냐고 미친 ㅅ퀴들 아이가	False	none	hate	잘못 마이크로 부모 하 왜 홍수현 욕하 미치 ㅅ퀴 아이
아니 저 금동현 자리에 진우가 있어야 한다며 ??	False	none	none	금동 자리 진우 있
아니 저런 게시글을 올린 의도가 뻔히 보이니깐 그러는거지...	False	none	none	게시 글 올리 의도 뻔히 보이 그러
아니 지금 문소리가 문제야?! 윗층방소리때문에 시끄러워 죽겄다고!!!!!!!!!!!!!!!	False	none	offensive	지금 문소리 문제 윗층 방 소리
아니 진짜 김혜나 너무 싫음 오죽하면 꿈에도 나옴	False	none	hate	진짜 김혜나 너무 싫 오죽 꿈 나오
아니 코 피어싱 했다고 아팠겠다고 형들한테 얘기해주고 있잖아 ;;	False	none	none	코 피어싱 하 아프 형 얘기
아니, 얘가 누구냐고. ㅡㅡ	False	none	offensive	
아니.. 애 하나 있는 집은 진짜 여행 아니면 찍을거없다. 외동들은 안 나왔으면 좋겠어. 볼게없음	False	others	offensive	애 있 집 진짜 여행 찍 없 외동 안 나오 좋 보 없
아니.. 지가 무슨 그리 큰 유명인이라고... 공항장애가 있는건데?	False	none	hate	그리 크 유명인 공항 장애 있
아니... 군대를 도망친다고 표현하기가 뭐한게 신검받고 입대희망일자 선택하고 나온 날짜일텐데 버닝썬때문에 도망간다니 말같지도 않은 음모론좀 그만해라;;	False	none	offensive	군대 도망치 표현 신검 입대 희망 일자 선택 나오 날짜 버닝 썬 도망가 말 같 음모 좀 그만
아니ᆢᆢ지안이 황금빛내인생은 언제부터야ᆢᆢ	False	none	none	안 황금빛 인생
아니ㅋㅋ 뭐라해야되냐..노출이 문제라기보단 디자인이..귀도 붙이고좀.. 게임캐릭터한테도 제발 저런의상 좀 안입히면 안되냐 싸우는데 누가저런 옷을 입고싸워	False	others	none	하 되 노출 문제 디자인 귀 붙이 좀 게임 캐릭터 제발 의상 좀 안 입히 안 되 싸우 옷 싸우
아니그럼 클럽가서 물마시고 옹기종기앉아서 책읽고 정치경제얘기하면서 라면먹냐?다그러고노는거지 뭔 이게기사거리냐	False	others	offensive	클럽 가 물 마시 옹기종기 앉 책 읽 정치 경제 얘기 라면 먹 다 그러 놀 기사
아니그럼 팬티를안입은거야?....헐....더러워....	False	none	hate	팬티 안
아니길 바랬는데. 그런식으로 친하지 않길 바랬는데... 둘 다 어렸을 때 가수가 되기 위해 열심히 했던 사람들인데 왜 지금은 이렇게 된 거야...	False	none	none	바래 친하 바래 다 어리 때 가수 되 위하 열심히 하 사람 왜 지금 되
아니땐 굴뚝에 연기가 날까? ㅉ 평소 행실이 어떻길래~	False	others	offensive	때 굴뚝 연기 나 평소 행실
